game,first_mismatch_turn,first_fail_turn,first_fail_seat,first_fail_kind,first_fail_why,n_fails
1217,10,11,O,SWAP,not_in_library_battlefield,3
1218,10,15,U,ATTACK,no_attacker_absent,4
1219,3,3,U,DRAW,not_in_library_graveyard,16
1220,7,7,O,SWAP,not_in_library_missing,2
1221,8,8,U,LAND,not_in_hand,29
1222,4,6,U,DRAW,not_in_library_elsewhere,4
1223,7,9,U,DRAW,not_in_library_battlefield,15
1224,9,7,O,SWAP,not_in_library_missing,10
1225,5,5,U,LAND,not_in_hand,12
1226,6,7,U,ATTACK,no_attacker_absent,8
1227,4,4,U,CAST,activate_failed,25
1228,5,5,O,ATTACK,no_attacker_absent,3
1229,15,9,U,CAST,not_in_hand,13
1230,6,,,,,0
1231,3,7,U,CAST,not_in_hand,4
1232,6,12,O,SWAP,not_in_library_missing,5
1233,8,7,O,SWAP,not_in_library_missing,11
1234,6,8,U,ATTACK,no_attacker_absent,12
1235,5,7,U,LAND,not_in_hand,14
1236,7,11,O,SWAP,no_spare_hand_grew,3
1237,8,8,O,SWAP,not_in_library_graveyard,4
1238,12,13,U,CAST,not_in_hand,6
1239,6,6,U,DRAW,not_in_library_graveyard,18
1240,5,5,U,CAST,not_playable,16
1241,8,10,O,SWAP,not_in_library_graveyard,5
1242,5,7,U,DRAW,not_in_library_graveyard,6
1243,9,10,U,DRAW,not_in_library_graveyard,8
1244,5,5,U,CAST,not_playable,20
1245,,,,,,0
1246,11,15,U,DRAW,not_in_library_battlefield,5
1247,6,9,O,ATTACK,no_attacker_absent,18
1248,4,5,U,DRAW,not_in_library_graveyard,23
1249,5,8,U,CAST,not_playable,11
1250,5,10,U,DRAW,not_in_library_graveyard,10
1251,5,5,U,CAST,activate_failed,21
1252,9,10,U,ATTACK,no_attacker_absent,8
1253,8,12,O,ATTACK,no_attacker_absent,1
1254,7,8,U,ATTACK,no_attacker_absent,18
1255,7,7,O,ATTACK,no_attacker_absent,7
1256,10,11,U,ATTACK,no_attacker_absent,17
1257,9,9,O,SWAP,not_in_library_graveyard,5
1258,8,11,U,CAST,activate_failed,8
1259,7,7,U,DRAW,not_in_library_graveyard,3
1260,5,7,O,ATTACK,no_attacker_absent,4
1261,5,11,O,SWAP,not_in_library_graveyard,5
1262,6,8,U,DRAW,not_in_library_graveyard,10
1263,8,8,U,LAND,not_in_hand,10
1264,5,7,U,DRAW,not_in_library_elsewhere,11
1265,7,8,O,CAST,not_playable,13
1266,6,7,U,DRAW,not_in_library_battlefield,10
1267,5,7,U,CAST,not_playable,24
1268,4,12,O,SWAP,not_in_library_graveyard,17
1269,9,9,O,SWAP,not_in_library_missing,3
1270,4,6,U,DRAW,not_in_library_graveyard,34
1271,6,8,U,DRAW,not_in_library_elsewhere,4
1272,4,10,O,ATTACK,no_attacker_tapped,7
1273,3,7,U,LAND,not_in_hand,7
1274,3,5,U,LAND,not_in_hand,8
1275,10,16,U,DRAW,not_in_library_graveyard,9
1276,7,4,O,CASTI,not_playable,11
1277,11,12,O,SWAP,not_in_library_missing,16
1278,5,5,U,LAND,not_in_hand,8
1279,11,14,O,SWAP,not_in_library_battlefield,11
1280,10,12,U,DRAW,not_in_library_elsewhere,2
1281,9,9,U,CAST,not_playable,15
1282,5,6,U,BLOCK,no_blocker,12
1283,7,8,U,DRAW,not_in_library_hand,18
1284,11,11,U,DRAW,not_in_library_graveyard,34
1285,13,11,O,SWAP,not_in_library_missing,4
1286,9,11,U,DRAW,not_in_library_graveyard,12
1287,7,7,U,DRAW,not_in_library_graveyard,17
1288,9,13,O,SWAP,not_in_library_missing,4
1289,6,13,U,ATTACK,no_attacker_tapped,8
1290,5,9,U,CAST,not_in_hand,39
1291,7,7,O,SWAP,not_in_library_graveyard,9
1292,5,6,O,ATTACK,no_attacker_absent,11
1293,5,10,U,ATTACK,no_attacker_absent,7
1294,8,10,U,DRAW,not_in_library_battlefield,21
1295,8,8,O,ATTACK,no_attacker_absent,2
1296,5,7,U,DRAW,not_in_library_elsewhere,4
1297,3,5,U,CAST,activate_failed,10
1298,5,6,O,CAST,not_playable,10
1299,5,11,O,CAST,not_playable,7
1300,6,6,U,DRAW,not_in_library_graveyard,15
1301,3,9,U,DRAW,not_in_library_graveyard,11
1302,5,12,U,CAST,not_in_hand,1
1303,9,12,U,DRAW,not_in_library_battlefield,6
1304,6,6,U,DRAW,not_in_library_graveyard,9
1305,7,8,O,SWAP,not_in_library_missing,6
1306,11,13,O,SWAP,no_spare_hand_grew,1
1307,5,6,U,LAND,not_in_hand,20
1308,4,6,U,DRAW,not_in_library_hand,23
1309,11,11,O,ATTACK,no_attacker_sick_or_cannot,16
1310,7,,,,,0
1311,4,6,U,DRAW,not_in_library_hand,13
1312,6,8,U,ATTACK,no_attacker_absent,5
1313,6,6,O,BLOCK,no_blocker,14
1314,5,6,U,LAND,not_in_hand,2
1315,10,10,U,LAND,not_in_hand,8
1316,6,7,O,CAST,not_playable,14
1317,6,10,U,LAND,not_in_hand,5
1318,5,7,U,DRAW,not_in_library_battlefield,10
1319,10,10,U,CAST,not_playable,10
1320,5,5,U,CAST,not_playable,9
1321,7,13,O,SWAP,no_spare_hand_grew,3
1322,6,6,O,CAST,not_playable,10
1323,10,10,O,ATTACK,no_attacker_absent,5
1324,13,14,O,SWAP,not_in_library_missing,34
1325,3,5,U,DRAW,not_in_library_graveyard,11
1326,11,13,U,DRAW,not_in_library_graveyard,7
1327,9,7,O,SWAP,not_in_library_missing,4
1328,4,6,U,LAND,not_in_hand,19
1329,9,16,O,SWAP,not_in_library_graveyard,7
1330,5,5,O,CAST,activate_failed,23
1331,7,11,U,CAST,not_in_hand,3
1332,5,5,U,DRAW,not_in_library_hand,23
1333,4,7,U,LAND,not_in_hand,9
1334,4,5,U,LAND,not_in_hand,17
1335,7,10,O,SWAP,not_in_library_missing,3
1336,5,5,U,BLOCK,no_blocker,16
1337,4,9,O,ATTACK,no_attacker_absent,24
1338,8,8,U,CAST,not_playable,12
1339,5,9,O,SWAP,not_in_library_missing,17
1340,8,8,U,DRAW,not_in_library_graveyard,5
1341,7,10,U,LAND,not_in_hand,11
1342,4,7,U,CAST,not_in_hand,14
1343,4,12,U,LAND,not_in_hand,6
1344,6,8,U,DRAW,not_in_library_elsewhere,16
1345,9,9,O,SWAP,not_in_library_graveyard,9
1346,8,9,O,SWAP,not_in_library_battlefield,5
1347,5,5,U,CAST,not_in_hand,12
1348,8,8,O,CAST,not_playable,6
1349,8,10,O,SWAP,not_in_library_graveyard,5
1350,7,7,O,ATTACK,no_attacker_sick_or_cannot,4
1351,5,5,U,LAND,not_in_hand,22
1352,7,8,U,BLOCK,no_blocker,29
1353,5,5,O,ATTACK,no_attacker_absent,17
1354,7,,,,,0
1355,5,7,U,DRAW,not_in_library_graveyard,8
1356,11,11,U,DRAW,not_in_library_elsewhere,7
1357,10,14,U,LAND,not_in_hand,9
1358,5,11,O,ATTACK,no_attacker_absent,10
1359,9,10,U,ATTACK,no_attacker_absent,35
1360,5,,,,,0
1361,8,8,U,LAND,not_in_hand,7
1362,7,7,U,DRAW,not_in_library_graveyard,4
1363,5,7,U,DRAW,not_in_library_graveyard,17
1364,5,8,U,BLOCK,no_blocker,9
1365,6,6,U,LAND,not_in_hand,28
1366,8,8,U,DRAW,not_in_library_graveyard,7
1367,5,9,U,LAND,not_in_hand,8
1368,6,6,U,DRAW,not_in_library_graveyard,17
1369,8,10,O,SWAP,not_in_library_graveyard,22
1370,8,8,U,LAND,not_in_hand,16
1371,6,6,O,BLOCK,no_blocker,35
1372,7,9,U,CAST,not_in_hand,16
1373,3,7,U,DRAW,not_in_library_battlefield,7
1374,3,,,,,0
1375,10,10,U,DRAW,not_in_library_graveyard,16
1376,3,5,U,CAST,not_in_hand,8
1377,9,9,U,LAND,not_in_hand,5
1378,4,5,U,LAND,not_in_hand,15
1379,4,4,O,CAST,not_playable,11
1380,8,15,U,LAND,not_in_hand,3
1381,15,11,O,SWAP,not_in_library_missing,4
1382,12,15,U,CAST,not_in_hand,4
1383,10,9,U,CASTI,not_in_hand,7
1384,8,8,U,ATTACK,no_attacker_absent,26
1385,,7,O,BLOCK,no_blocker,1
1386,8,9,U,CAST,not_in_hand,8
1387,8,12,O,SWAP,not_in_library_graveyard,11
1388,7,7,O,BLOCK,no_blocker,4
1389,3,10,U,BLOCK,no_blocker,4
1390,5,6,U,CAST,not_playable,14
1391,5,8,U,LAND,not_in_hand,30
1392,14,9,O,SWAP,not_in_library_missing,1
1393,6,6,O,CAST,not_playable,14
1394,10,11,U,ATTACK,no_attacker_absent,7
1395,7,8,U,LAND,not_in_hand,22
1396,8,8,U,BLOCK,no_blocker,12
1397,5,5,U,DRAW,not_in_library_graveyard,16
1398,5,8,U,LAND,not_in_hand,27
1399,7,9,U,DRAW,not_in_library_battlefield,5
1400,7,11,O,SWAP,not_in_library_missing,18
1401,5,7,U,ATTACK,no_attacker_absent,4
1402,6,6,U,BLOCK,no_blocker,10
1403,10,6,O,CASTI,not_playable,4
1404,5,7,O,ATTACK,no_attacker_absent,26
1405,10,6,O,CASTI,not_playable,17
1406,5,7,U,ATTACK,no_attacker_absent,19
1407,10,11,U,BLOCK,no_blocker,1
1408,6,9,U,ATTACK,no_attacker_absent,6
1409,6,6,U,DRAW,not_in_library_graveyard,7
1410,6,9,O,SWAP,not_in_library_graveyard,7
1411,10,12,U,CAST,not_in_hand,10
1412,6,6,U,DRAW,not_in_library_graveyard,6
1413,7,8,U,ATTACK,no_attacker_absent,13
1414,5,7,U,LAND,not_in_hand,23
1415,4,5,U,LAND,not_in_hand,5
1416,11,11,U,DRAW,not_in_library_graveyard,8
1417,7,8,U,CAST,not_playable,7
1418,5,7,U,DRAW,not_in_library_battlefield,16
1419,3,9,U,ATTACK,no_attacker_absent,1
1420,7,8,U,CAST,not_in_hand,20
1421,5,5,O,CAST,not_playable,8
1422,5,3,O,SWAP,not_in_library_missing,19
1423,6,8,O,ATTACK,no_attacker_absent,12
1424,6,13,U,CAST,not_in_hand,4
1425,7,9,U,CAST,not_in_hand,3
1426,3,5,U,DRAW,not_in_library_battlefield,8
1427,8,9,U,DRAW,not_in_library_graveyard,37
1428,4,8,U,DRAW,not_in_library_hand,12
1429,6,6,U,BLOCK,no_blocker,10
1430,6,6,U,DRAW,not_in_library_graveyard,11
1431,7,9,U,DRAW,not_in_library_battlefield,7
1432,3,5,U,ATTACK,no_attacker_absent,11
1433,10,10,U,DRAW,not_in_library_graveyard,12
1434,4,6,U,DRAW,not_in_library_graveyard,11
1435,9,9,O,SWAP,not_in_library_battlefield,11
1436,5,6,U,DRAW,not_in_library_hand,4
1437,5,9,U,DRAW,not_in_library_battlefield,5
1438,4,8,U,CAST,not_in_hand,12
1439,13,14,O,SWAP,no_spare_hand_grew,2
1440,9,11,U,DRAW,not_in_library_battlefield,1
1441,4,8,U,DRAW,not_in_library_hand,7
1442,5,11,U,ATTACK,no_attacker_tapped,1
1443,3,7,U,LAND,not_in_hand,8
1444,7,8,U,LAND,not_in_hand,5
1445,6,8,U,BLOCK,no_blocker,12
1446,10,6,O,CASTI,not_playable,6
1447,15,9,O,LAND,not_playable,2
1448,5,8,O,SWAP,not_in_library_missing,20
1449,9,9,O,SWAP,not_in_library_missing,33
1450,8,11,U,BLOCK,no_blocker,11
1451,7,,,,,0
1452,3,3,U,CAST,not_playable,15
1453,5,6,O,CASTI,not_playable,1
1454,4,4,U,CAST,not_in_hand,13
1455,,,,,,0
1456,9,10,U,BLOCK,no_blocker,3
1457,6,6,U,CAST,activate_failed,13
1458,5,5,U,CAST,activate_failed,5
1459,7,7,U,CAST,not_playable,11
1460,4,6,U,DRAW,not_in_library_hand,27
1461,7,15,O,ATTACK,no_attacker_absent,11
1462,8,,,,,0
1463,5,7,U,LAND,not_in_hand,14
1464,5,10,U,DRAW,not_in_library_battlefield,8
1465,5,6,U,DRAW,not_in_library_graveyard,23
1466,4,8,U,CAST,not_in_hand,37
1467,10,12,O,SWAP,not_in_library_graveyard,10
1468,7,7,O,BLOCK,no_blocker,6
1469,5,7,O,ATTACK,no_attacker_tapped,18
1470,12,12,O,SWAP,no_spare_hand_grew,14
1471,9,9,U,DRAW,not_in_library_graveyard,37
1472,7,7,U,DRAW,not_in_library_graveyard,15
1473,5,5,U,DRAW,not_in_library_hand,5
1474,8,11,U,ATTACK,no_attacker_absent,6
1475,8,11,U,ATTACK,no_attacker_absent,15
1476,5,,,,,0
1477,7,7,O,SWAP,not_in_library_missing,8
1478,4,4,U,DRAW,not_in_library_graveyard,18
1479,5,7,U,ATTACK,no_attacker_absent,26
1480,5,7,U,DRAW,not_in_library_hand,6
1481,5,5,O,CAST,activate_failed,6
1482,9,15,U,ATTACK,no_attacker_absent,2
1483,8,10,U,LAND,not_in_hand,4
1484,9,10,U,LAND,not_in_hand,13
1485,8,8,O,SWAP,not_in_library_missing,9
1486,6,6,U,CAST,activate_failed,14
1487,12,,,,,0
1488,7,10,O,SWAP,not_in_library_graveyard,13
1489,12,,,,,0
1490,10,10,O,ATTACK,no_attacker_absent,10
1491,4,6,U,DRAW,not_in_library_hand,15
1492,6,10,U,ATTACK,no_attacker_absent,11
1493,5,5,O,CAST,not_playable,6
1494,4,5,U,LAND,not_in_hand,9
1495,8,8,O,CAST,not_playable,1
1496,7,9,U,DRAW,not_in_library_graveyard,9
1497,8,9,U,DRAW,not_in_library_graveyard,13
1498,9,,,,,0
1499,4,5,U,DRAW,not_in_library_hand,5
1500,7,8,U,LAND,not_in_hand,23
1501,5,5,U,CAST,activate_failed,18
1502,7,7,U,CAST,not_playable,14
1503,5,5,O,ATTACK,no_attacker_already_attacking,14
1504,5,10,O,SWAP,not_in_library_graveyard,14
1505,7,7,U,ATTACK,no_attacker_tapped,14
1506,8,8,U,DRAW,not_in_library_graveyard,14
1507,5,9,U,BLOCK,no_blocker,14
1508,5,11,U,ATTACK,no_attacker_absent,5
1509,8,9,O,CAST,not_playable,5
1510,3,3,U,CAST,not_in_hand,17
1511,8,8,U,LAND,not_in_hand,7
1512,5,6,U,ATTACK,no_attacker_absent,5
1513,8,8,U,CAST,not_in_hand,4
1514,7,7,U,CAST,not_playable,23
1515,8,10,U,ATTACK,no_attacker_tapped,8
1516,7,11,U,ATTACK,no_attacker_absent,1
1517,11,20,U,CAST,not_playable,1
1518,6,15,U,DRAW,not_in_library_battlefield,15
1519,7,8,U,BLOCK,no_blocker,5
1520,10,17,O,SWAP,not_in_library_battlefield,13
1521,7,7,U,LAND,not_in_hand,17
1522,8,11,U,BLOCK,no_blocker,7
1523,6,8,U,LAND,not_in_hand,10
1524,8,8,U,LAND,not_in_hand,13
1525,7,8,U,BLOCK,no_blocker,9
1526,5,7,U,ATTACK,no_attacker_absent,10
1527,15,15,U,DRAW,not_in_library_graveyard,2
1528,3,5,U,DRAW,not_in_library_graveyard,2
1529,6,8,U,CAST,not_in_hand,13
1530,7,8,U,BLOCK,no_blocker,12
1531,3,3,U,DRAW,not_in_library_graveyard,5
1532,8,10,U,LAND,not_in_hand,13
1533,13,14,O,SWAP,no_spare_hand_grew,3
1534,3,6,U,BLOCK,no_blocker,10
1535,5,7,U,BLOCK,no_blocker,7
1536,5,5,O,CAST,not_playable,9
1537,9,12,U,ATTACK,no_attacker_absent,4
1538,5,7,U,DRAW,not_in_library_graveyard,6
1539,5,8,U,ATTACK,no_attacker_absent,14
1540,7,10,U,DRAW,not_in_library_graveyard,5
1541,3,5,U,DRAW,not_in_library_hand,12
1542,10,10,O,SWAP,not_in_library_graveyard,5
1543,10,13,U,CAST,not_in_hand,4
1544,8,8,O,ATTACK,no_attacker_absent,14
1545,5,7,U,ATTACK,no_attacker_absent,19
1546,4,5,U,ATTACK,no_attacker_absent,20
1547,3,3,U,DRAW,not_in_library_graveyard,8
1548,6,6,U,DRAW,not_in_library_graveyard,15
1549,11,9,O,SWAP,no_spare_hand_grew,17
1550,8,8,U,DRAW,not_in_library_elsewhere,7
1551,7,14,U,DRAW,not_in_library_graveyard,9
1552,5,10,O,SWAP,not_in_library_graveyard,11
1553,8,9,O,BLOCK,no_blocker,8
1554,7,11,O,ATTACK,no_attacker_absent,14
1555,8,8,U,LAND,not_in_hand,16
1556,8,6,O,CASTI,not_playable,4
1557,9,12,U,ATTACK,no_attacker_absent,3
1558,6,6,O,SWAP,not_in_library_graveyard,16
1559,6,6,O,CAST,activate_failed,16
1560,6,7,U,BLOCK,no_blocker,4
1561,6,6,O,BLOCK,no_blocker,12
1562,6,9,U,CAST,not_in_hand,1
1563,,,,,,0
1564,4,4,O,CAST,not_playable,5
1565,6,8,O,SWAP,not_in_library_missing,7
1566,8,9,U,DRAW,not_in_library_graveyard,6
1567,4,8,U,ATTACK,no_attacker_tapped,18
1568,4,7,O,CAST,not_playable,6
1569,7,8,U,BLOCK,no_blocker,10
1570,11,11,O,BLOCK,no_blocker,6
1571,5,5,U,DRAW,not_in_library_hand,11
1572,5,13,O,BLOCK,no_blocker,1
1573,4,9,U,BLOCK,no_blocker,11
1574,11,11,O,SWAP,not_in_library_battlefield,13
1575,3,5,U,CAST,not_playable,8
1576,6,8,U,DRAW,not_in_library_graveyard,16
1577,10,,,,,0
1578,4,8,U,CAST,not_in_hand,20
1579,5,7,O,ATTACK,no_attacker_absent,3
1580,6,6,O,SWAP,not_in_library_missing,1
1581,3,3,U,DRAW,not_in_library_graveyard,4
1582,5,7,U,DRAW,not_in_library_battlefield,39
1583,7,,,,,0
1584,4,6,U,DRAW,not_in_library_hand,13
1585,8,10,U,DRAW,not_in_library_hand,10
1586,6,15,O,CAST,not_playable,8
1587,7,9,U,DRAW,not_in_library_battlefield,30
1588,5,5,O,CAST,not_playable,6
1589,10,12,O,SWAP,not_in_library_graveyard,2
1590,7,9,U,LAND,not_in_hand,12
1591,7,7,O,SWAP,not_in_library_missing,1
1592,3,7,U,ATTACK,no_attacker_absent,1
1593,11,12,U,DRAW,not_in_library_hand,13
1594,6,9,O,SWAP,no_spare_hand_grew,8
1595,12,14,U,CAST,not_in_hand,4
1596,3,5,U,CAST,not_in_hand,8
1597,9,9,U,CAST,not_playable,3
1598,4,13,U,LAND,not_in_hand,13
1599,8,7,O,SWAP,not_in_library_missing,4
1600,3,3,O,CAST,not_playable,5
1601,6,8,U,DRAW,not_in_library_graveyard,12
1602,10,10,U,DRAW,not_in_library_graveyard,22
1603,4,6,U,DRAW,not_in_library_hand,3
1604,4,8,U,LAND,not_in_hand,7
1605,3,7,U,DRAW,not_in_library_battlefield,21
1606,5,7,U,DRAW,not_in_library_graveyard,6
1607,6,8,U,DRAW,not_in_library_battlefield,16
1608,13,14,O,ATTACK,no_attacker_absent,3
1609,4,6,U,DRAW,not_in_library_hand,7
1610,7,9,O,BLOCK,no_blocker,5
1611,5,7,U,ATTACK,no_attacker_absent,7
1612,6,9,U,DRAW,not_in_library_hand,11
1613,9,10,O,SWAP,not_in_library_graveyard,5
1614,6,10,U,LAND,not_in_hand,3
1615,6,6,U,LAND,not_in_hand,13
1616,5,9,O,SWAP,not_in_library_missing,21
1617,9,11,U,DRAW,not_in_library_battlefield,3
1618,7,7,U,LAND,not_in_hand,9
1619,7,7,O,BLOCK,no_blocker,26
1620,7,8,U,ATTACK,no_attacker_absent,19
1621,9,10,O,CAST,not_playable,2
1622,7,7,O,CAST,not_playable,6
1623,8,8,U,CAST,activate_failed,5
1624,5,6,U,LAND,not_in_hand,8
1625,7,9,O,ATTACK,no_attacker_absent,13
1626,8,8,U,CAST,not_in_hand,11
1627,6,7,U,CAST,not_playable,7
1628,3,5,U,DRAW,not_in_library_battlefield,19
1629,4,6,O,BLOCK,no_blocker,8
1630,9,,,,,0
1631,8,11,U,BLOCK,no_blocker,1
1632,9,13,U,ATTACK,no_attacker_absent,12
1633,,,,,,0
1634,4,8,U,CAST,not_in_hand,8
1635,9,12,O,ATTACK,no_attacker_absent,4
1636,6,7,U,CAST,not_playable,11
1637,9,7,O,SWAP,not_in_library_missing,2
1638,11,11,O,SWAP,not_in_library_missing,8
1639,8,10,U,LAND,not_in_hand,9
1640,4,5,U,ATTACK,no_attacker_absent,23
1641,7,8,U,CAST,not_in_hand,7
1642,5,6,U,DRAW,not_in_library_hand,20
1643,7,8,O,SWAP,not_in_library_graveyard,16
1644,5,5,O,LAND,not_playable,11
1645,5,12,U,ATTACK,no_attacker_absent,2
1646,5,12,U,CAST,not_in_hand,10
1647,6,9,U,BLOCK,no_blocker,21
1648,13,13,O,ATTACK,no_attacker_absent,10
1649,8,11,O,SWAP,not_in_library_graveyard,23
1650,6,8,U,DRAW,not_in_library_graveyard,8
1651,6,6,U,DRAW,not_in_library_graveyard,4
1652,7,7,U,DRAW,not_in_library_graveyard,11
1653,8,,,,,0
1654,7,4,O,CAST,activate_failed,1
1655,5,7,U,CAST,not_in_hand,19
1656,3,3,U,DRAW,not_in_library_graveyard,13
1657,6,8,U,CAST,not_in_hand,16
1658,7,10,O,SWAP,not_in_library_graveyard,4
1659,4,4,U,CAST,not_playable,9
1660,13,11,U,CASTI,not_in_hand,10
1661,5,7,U,LAND,not_in_hand,13
1662,4,6,U,ATTACK,no_attacker_absent,5
1663,5,6,U,LAND,not_in_hand,8
1664,10,11,U,BLOCK,no_blocker,23
1665,9,9,U,LAND,not_in_hand,33
1666,6,8,U,BLOCK,no_blocker,12
1667,7,7,U,DRAW,not_in_library_graveyard,14
1668,5,9,O,ATTACK,no_attacker_absent,10
1669,5,5,U,CAST,not_in_hand,6
1670,7,9,U,DRAW,not_in_library_battlefield,7
1671,9,11,U,ATTACK,no_attacker_absent,9
1672,8,8,U,CAST,activate_failed,17
1673,10,10,O,BLOCK,no_blocker,4
1674,10,9,O,SWAP,not_in_library_missing,7
1675,6,6,U,DRAW,not_in_library_graveyard,14
1676,9,12,U,DRAW,not_in_library_battlefield,15
1677,5,8,U,CAST,not_in_hand,1
1678,7,9,U,DRAW,not_in_library_hand,13
1679,7,11,O,SWAP,not_in_library_missing,17
1680,7,9,O,SWAP,not_in_library_battlefield,20
1681,7,10,U,BLOCK,no_blocker,7
1682,4,5,U,BLOCK,no_blocker,13
1683,8,9,O,SWAP,not_in_library_graveyard,13
1684,7,8,U,CAST,activate_failed,5
1685,4,5,U,LAND,not_in_hand,15
1686,3,5,U,DRAW,not_in_library_battlefield,7
1687,6,8,U,DRAW,not_in_library_graveyard,16
1688,5,5,O,CAST,activate_failed,5
1689,6,11,U,DRAW,not_in_library_battlefield,11
1690,7,,,,,0
1691,4,8,U,DRAW,not_in_library_graveyard,17
1692,6,8,U,DRAW,not_in_library_graveyard,21
1693,7,12,U,CAST,not_in_hand,11
1694,6,10,U,ATTACK,no_attacker_absent,4
1695,5,6,U,LAND,not_in_hand,17
1696,8,9,U,ATTACK,no_attacker_absent,21
1697,8,7,O,SWAP,not_in_library_missing,4
1698,8,14,O,SWAP,not_in_library_missing,9
1699,4,6,U,DRAW,not_in_library_hand,16
1700,4,8,U,ATTACK,no_attacker_absent,11
1701,9,13,U,ATTACK,no_attacker_absent,10
1702,11,11,U,CAST,not_playable,10
1703,6,8,O,ATTACK,no_attacker_tapped,11
1704,5,5,O,CAST,not_playable,17
1705,5,5,U,DRAW,not_in_library_graveyard,29
1706,5,6,U,BLOCK,no_blocker,26
1707,7,8,U,LAND,not_in_hand,10
1708,10,,,,,0
1709,5,10,O,SWAP,not_in_library_graveyard,14
1710,5,5,U,DRAW,not_in_library_graveyard,27
1711,7,9,U,CAST,not_in_hand,8
1712,3,5,U,DRAW,not_in_library_hand,21
1713,11,12,U,CAST,not_in_hand,1
1714,8,10,U,DRAW,not_in_library_battlefield,6
1715,6,8,U,ATTACK,no_attacker_sick_or_cannot,8
1716,13,13,O,SWAP,no_spare_hand_grew,3
1717,6,7,U,DRAW,not_in_library_graveyard,27
1718,7,9,O,ATTACK,no_attacker_absent,7
1719,8,11,U,LAND,not_in_hand,4
1720,7,7,U,CAST,not_in_hand,3
1721,4,6,U,DRAW,not_in_library_graveyard,8
1722,5,9,O,SWAP,not_in_library_graveyard,6
1723,3,5,U,DRAW,not_in_library_hand,12
1724,9,9,U,LAND,not_in_hand,8
1725,10,15,U,DRAW,not_in_library_hand,9
1726,6,9,O,SWAP,not_in_library_missing,32
1727,9,9,O,CAST,not_playable,7
1728,7,9,O,ATTACK,no_attacker_absent,1
1729,8,10,U,LAND,not_in_hand,19
1730,5,5,U,DRAW,not_in_library_graveyard,12
1731,3,9,U,DRAW,not_in_library_graveyard,13
1732,6,10,U,LAND,not_in_hand,31
1733,3,5,U,CAST,not_in_hand,19
1734,7,9,U,ATTACK,no_attacker_absent,6
1735,6,8,U,DRAW,not_in_library_graveyard,14
1736,7,10,O,SWAP,not_in_library_battlefield,4
1737,7,7,U,LAND,not_in_hand,11
1738,5,7,U,ATTACK,no_attacker_absent,26
1739,7,7,O,SWAP,not_in_library_battlefield,10
1740,6,6,U,CAST,not_in_hand,21
1741,5,11,U,DRAW,not_in_library_battlefield,4
1742,11,15,O,SWAP,not_in_library_graveyard,9
1743,3,8,U,DRAW,not_in_library_hand,15
1744,3,,,,,0
1745,11,11,U,LAND,not_in_hand,6
1746,8,,,,,0
1747,8,8,U,CAST,not_playable,6
1748,9,11,U,CAST,not_in_hand,28
1749,5,12,O,SWAP,not_in_library_battlefield,4
1750,6,6,U,CAST,not_in_hand,3
1751,3,10,O,ATTACK,no_attacker_absent,2
1752,5,7,O,SWAP,not_in_library_missing,33
1753,5,14,U,LAND,not_in_hand,8
1754,7,9,U,ATTACK,no_attacker_absent,17
1755,5,8,U,CAST,not_in_hand,6
1756,7,13,U,ATTACK,no_attacker_absent,1
1757,6,10,O,BLOCK,no_blocker,1
1758,6,8,U,DRAW,not_in_library_graveyard,6
1759,7,14,U,ATTACK,no_attacker_absent,5
1760,7,7,O,ATTACK,no_attacker_tapped,14
1761,3,7,U,ATTACK,no_attacker_absent,3
1762,5,5,U,DRAW,not_in_library_elsewhere,3
1763,3,,,,,0
1764,10,10,U,DRAW,not_in_library_graveyard,21
1765,9,12,O,SWAP,not_in_library_battlefield,2
1766,5,11,O,ATTACK,no_attacker_absent,4
1767,5,7,U,DRAW,not_in_library_hand,18
1768,4,6,U,DRAW,not_in_library_graveyard,21
1769,,,,,,0
1770,7,9,U,ATTACK,no_attacker_absent,12
1771,9,7,O,SWAP,not_in_library_missing,8
1772,9,11,O,CAST,not_playable,6
1773,7,7,U,LAND,not_in_hand,29
1774,4,4,O,CAST,not_playable,7
1775,9,9,O,SWAP,not_in_library_graveyard,2
1776,3,7,U,DRAW,not_in_library_battlefield,28
1777,3,5,U,DRAW,not_in_library_hand,17
1778,9,11,U,LAND,not_in_hand,7
1779,9,7,O,SWAP,not_in_library_missing,7
1780,3,5,U,DRAW,not_in_library_hand,22
1781,4,7,U,ATTACK,no_attacker_absent,1
1782,5,6,U,LAND,not_in_hand,7
1783,5,7,U,DRAW,not_in_library_graveyard,8
1784,5,7,U,DRAW,not_in_library_graveyard,22
1785,5,5,O,BLOCK,no_blocker,12
1786,6,6,O,BLOCK,no_blocker,2
1787,11,14,O,SWAP,not_in_library_battlefield,8
1788,10,,,,,0
1789,6,8,U,ATTACK,no_attacker_absent,4
1790,6,8,U,LAND,not_in_hand,13
1791,7,7,O,CAST,activate_failed,24
1792,6,8,U,LAND,not_in_hand,6
1793,7,9,U,CAST,not_in_hand,3
1794,6,6,U,CAST,not_playable,18
1795,5,5,O,CAST,not_playable,18
1796,5,5,U,CAST,activate_failed,8
1797,6,3,O,SWAP,not_in_library_missing,1
1798,5,5,O,CAST,activate_failed,14
1799,6,8,U,DRAW,not_in_library_battlefield,16
1800,8,,,,,0
1801,5,5,U,LAND,not_in_hand,6
1802,6,4,O,LAND,not_playable,30
