consult	file	k	class	src	partner	p_before	p_after	dp	dlogit	dlogit_raw	flip	argmax_before	argmax_after
719	7c_W0Base_sf.jsonl	1	text_emb	Glory Seeker	Agent of Atlas	0.201296	0.216871	0.015575	0.094218	0.099204	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_kw	Glory Seeker	Agent of Atlas	0.201296	0.192096	0.009200	0.058236	0.060893	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text	Glory Seeker	Huatli's Snubhorn	0.201296	0.208892	0.007596	0.046596	0.048952	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_emb	Glory Seeker	Huatli's Snubhorn	0.201296	0.212164	0.010868	0.066284	0.069699	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_kw	Glory Seeker	Huatli's Snubhorn	0.201296	0.196800	0.004496	0.028202	0.029527	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text	Glory Seeker	Alabaster Host Sanctifier	0.201296	0.270098	0.068802	0.384086	0.410652	1	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_emb	Glory Seeker	Alabaster Host Sanctifier	0.201296	0.257784	0.056487	0.320693	0.341645	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_kw	Glory Seeker	Alabaster Host Sanctifier	0.201296	0.212103	0.010807	0.065916	0.069311	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text	Glory Seeker	Mesa Unicorn	0.201296	0.231522	0.030226	0.178478	0.188707	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_emb	Glory Seeker	Mesa Unicorn	0.201296	0.219889	0.018593	0.111899	0.117922	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	text_kw	Glory Seeker	Mesa Unicorn	0.201296	0.212103	0.010807	0.065916	0.069311	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	pt	Glory Seeker	Starfleet Crew	0.201296	0.225565	0.024269	0.144690	0.152724	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	pt	Glory Seeker	Kyoshi Warrior Guard	0.201296	0.192470	0.008826	0.055827	0.058381	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	pt	Glory Seeker	Squire	0.201296	0.200124	0.001172	0.007308	0.007658	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	cost	Glory Seeker	Pearled Unicorn	0.201296	0.210696	0.009400	0.057477	0.060414	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Nahiri's Machinations	0.201296	0.117029	0.084267	0.642660	0.658555	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Bathe in Light	0.201296	0.178550	0.022746	0.147988	0.154161	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Lumithread Field	0.201296	0.127024	0.074272	0.549319	0.564352	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Desperate Lunge	0.201296	0.193062	0.008234	0.052023	0.054412	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Steadfastness	0.201296	0.194622	0.006674	0.042041	0.043990	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Bovine Intervention	0.201296	0.191026	0.010270	0.065146	0.068099	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	True Identity	0.201296	0.134916	0.066381	0.479965	0.494119	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	type	Glory Seeker	Search for Dagger	0.201296	0.105888	0.095408	0.755233	0.771769	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	1	self_mana	Glory Seeker	1	0.201296	0.203981	0.002685	0.016618	0.017434	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.291190	0.010630	0.052075	0.056726	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.278281	0.002279	0.011318	0.012281	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Bishop's Soldier	0.280560	0.300005	0.019445	0.094413	0.103122	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Bishop's Soldier	0.280560	0.286358	0.005798	0.028546	0.031050	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Bishop's Soldier	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Story Seeker	0.280560	0.265906	0.014654	0.073810	0.079790	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Story Seeker	0.280560	0.252937	0.027623	0.141322	0.152182	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Story Seeker	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Mesa Unicorn	0.280560	0.250637	0.029923	0.153533	0.165218	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Mesa Unicorn	0.280560	0.238341	0.042219	0.220112	0.236004	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Mesa Unicorn	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Alpine Watchdog	0.280560	0.253265	0.027295	0.139588	0.150329	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Alpine Watchdog	0.280560	0.257001	0.023560	0.119932	0.129304	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Alpine Watchdog	0.280560	0.276557	0.004003	0.019920	0.021603	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.226689	0.053871	0.285415	0.304974	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.230159	0.050401	0.265727	0.284227	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.276557	0.004003	0.019920	0.021603	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Agent of Atlas	0.280560	0.225003	0.055557	0.295060	0.315124	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Agent of Atlas	0.280560	0.235146	0.045414	0.237793	0.254722	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Agent of Atlas	0.280560	0.269383	0.011177	0.056071	0.060677	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Head of Security	0.280560	0.256764	0.023796	0.121170	0.130630	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Head of Security	0.280560	0.250638	0.029922	0.153526	0.165210	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Head of Security	0.280560	0.286856	0.006296	0.030981	0.033703	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Starfleet Crew	0.280560	0.244345	0.036215	0.187321	0.201201	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Squire	0.280560	0.217379	0.063181	0.339319	0.361584	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.280560	0.209238	0.071322	0.387838	0.412307	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	cost	Silvercoat Lion	Pearled Unicorn	0.280560	0.228603	0.051958	0.274534	0.293512	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Ajani's Mantra	0.280560	0.150100	0.130460	0.792130	0.827906	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Lead Astray	0.280560	0.201466	0.079094	0.435471	0.461899	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Rune of Protection: White	0.280560	0.183219	0.097342	0.553007	0.583480	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Oath of Lieges	0.280560	0.118503	0.162057	1.064996	1.103349	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Recommission	0.280560	0.272021	0.008539	0.042709	0.046254	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Immolating Glare	0.280560	0.291858	0.011298	0.055310	0.060262	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Valorous Stance	0.280560	0.227753	0.052807	0.279355	0.298592	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Family Reunion	0.280560	0.184636	0.095925	0.543567	0.573754	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	4	self_mana	Silvercoat Lion	4	0.280560	0.283766	0.003206	0.015828	0.017202	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.291190	0.010630	0.052075	0.056726	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.278281	0.002279	0.011318	0.012281	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Bishop's Soldier	0.280560	0.300005	0.019445	0.094413	0.103122	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Bishop's Soldier	0.280560	0.286358	0.005798	0.028546	0.031050	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Bishop's Soldier	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Story Seeker	0.280560	0.265906	0.014654	0.073810	0.079790	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Story Seeker	0.280560	0.252937	0.027623	0.141322	0.152182	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Story Seeker	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Mesa Unicorn	0.280560	0.250637	0.029923	0.153533	0.165218	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Mesa Unicorn	0.280560	0.238341	0.042219	0.220112	0.236004	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Mesa Unicorn	0.280560	0.292479	0.011919	0.058309	0.063541	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Alpine Watchdog	0.280560	0.253265	0.027295	0.139588	0.150329	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Alpine Watchdog	0.280560	0.257001	0.023560	0.119932	0.129304	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Alpine Watchdog	0.280560	0.276557	0.004003	0.019920	0.021603	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.226689	0.053871	0.285415	0.304974	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.230159	0.050401	0.265727	0.284227	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.280560	0.276557	0.004003	0.019920	0.021603	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Agent of Atlas	0.280560	0.225003	0.055557	0.295060	0.315124	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Agent of Atlas	0.280560	0.235146	0.045414	0.237793	0.254722	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Agent of Atlas	0.280560	0.269383	0.011177	0.056071	0.060677	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Head of Security	0.280560	0.256764	0.023796	0.121170	0.130630	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Head of Security	0.280560	0.250638	0.029922	0.153526	0.165210	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Head of Security	0.280560	0.286856	0.006296	0.030981	0.033703	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	pt	Silvercoat Lion	Starfleet Crew	0.280560	0.244345	0.036215	0.187321	0.201201	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	pt	Silvercoat Lion	Squire	0.280560	0.217379	0.063181	0.339319	0.361584	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.280560	0.209238	0.071322	0.387838	0.412307	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	cost	Silvercoat Lion	Pearled Unicorn	0.280560	0.228603	0.051958	0.274534	0.293512	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Ajani's Mantra	0.280560	0.150100	0.130460	0.792130	0.827906	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Lead Astray	0.280560	0.201466	0.079094	0.435471	0.461899	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Rune of Protection: White	0.280560	0.183219	0.097342	0.553007	0.583480	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Oath of Lieges	0.280560	0.118503	0.162057	1.064996	1.103349	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Recommission	0.280560	0.272021	0.008539	0.042709	0.046254	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Immolating Glare	0.280560	0.291858	0.011298	0.055310	0.060262	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Valorous Stance	0.280560	0.227753	0.052807	0.279355	0.298592	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	type	Silvercoat Lion	Family Reunion	0.280560	0.184636	0.095925	0.543567	0.573754	0	SPELL	SPELL
719	7c_W0Base_sf.jsonl	5	self_mana	Silvercoat Lion	5	0.280560	0.283766	0.003206	0.015828	0.017202	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	pt	Regal Unicorn	Pearled Unicorn	0.212534	0.207715	0.004819	0.029034	0.030666	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	pt	Regal Unicorn	Those Who Serve	0.212534	0.270551	0.058017	0.317888	0.342129	1	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	cost	Regal Unicorn	Armored Warhorse	0.212534	0.225421	0.012887	0.075368	0.080021	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	cost	Regal Unicorn	Starfleet Crew	0.212534	0.223182	0.010648	0.062500	0.066315	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	cost	Regal Unicorn	Kyoshi Warrior Guard	0.212534	0.189358	0.023176	0.144467	0.151767	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Promise of Tomorrow	0.212534	0.183349	0.029185	0.184104	0.193067	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Thorough Investigation	0.212534	0.128199	0.084335	0.607259	0.626853	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	We Ride at Dawn	0.212534	0.095736	0.116798	0.935808	0.957602	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Charge of the Mites	0.212534	0.136032	0.076501	0.538923	0.557535	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Phyrexian Unlife	0.212534	0.153185	0.059349	0.400120	0.415960	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Dauntless Onslaught	0.212534	0.178741	0.033793	0.215184	0.225358	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Sheer Drop	0.212534	0.265068	0.052534	0.289929	0.311518	1	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	type	Regal Unicorn	Healing Hands	0.212534	0.202447	0.010087	0.061352	0.064700	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	3	self_mana	Regal Unicorn	3	0.212534	0.215540	0.003006	0.017867	0.018915	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.289535	0.010997	0.054082	0.059165	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.276851	0.001687	0.008408	0.009162	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Bishop's Soldier	0.278538	0.298417	0.019879	0.096878	0.106279	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Bishop's Soldier	0.278538	0.285003	0.006466	0.031950	0.034903	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Bishop's Soldier	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Story Seeker	0.278538	0.264315	0.014222	0.071932	0.078075	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Story Seeker	0.278538	0.251578	0.026959	0.138485	0.149722	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Story Seeker	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Mesa Unicorn	0.278538	0.249494	0.029043	0.149583	0.161618	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Mesa Unicorn	0.278538	0.237411	0.041127	0.215202	0.231657	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Mesa Unicorn	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Alpine Watchdog	0.278538	0.252663	0.025874	0.132732	0.143551	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Alpine Watchdog	0.278538	0.256592	0.021946	0.112031	0.121309	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Alpine Watchdog	0.278538	0.274357	0.004180	0.020900	0.022755	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.225803	0.052734	0.280435	0.300812	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.229459	0.049079	0.259641	0.278817	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.274357	0.004180	0.020900	0.022755	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Agent of Atlas	0.278538	0.223133	0.055405	0.295776	0.317010	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Agent of Atlas	0.278538	0.233560	0.044978	0.236590	0.254382	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Agent of Atlas	0.278538	0.267053	0.011485	0.057899	0.062897	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text	Silvercoat Lion	Head of Security	0.278538	0.255423	0.023115	0.118170	0.127911	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_emb	Silvercoat Lion	Head of Security	0.278538	0.249125	0.029413	0.151560	0.163735	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	text_kw	Silvercoat Lion	Head of Security	0.278538	0.285017	0.006480	0.032019	0.034979	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Starfleet Crew	0.278538	0.242781	0.035756	0.185764	0.200297	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Squire	0.278538	0.215188	0.063350	0.342205	0.365888	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.278538	0.206702	0.071836	0.393194	0.419328	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	cost	Silvercoat Lion	Pearled Unicorn	0.278538	0.226408	0.052130	0.276980	0.297160	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Ajani's Mantra	0.278538	0.150399	0.128139	0.779750	0.817668	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Lead Astray	0.278538	0.198893	0.079645	0.441501	0.469737	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Rune of Protection: White	0.278538	0.183470	0.095067	0.541284	0.573236	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Oath of Lieges	0.278538	0.117739	0.160798	1.062286	1.103341	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Recommission	0.278538	0.269706	0.008832	0.044390	0.048262	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Immolating Glare	0.278538	0.288814	0.010276	0.050576	0.055316	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Valorous Stance	0.278538	0.226301	0.052236	0.277589	0.297804	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	type	Silvercoat Lion	Family Reunion	0.278538	0.183468	0.095069	0.541296	0.573248	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	4	self_mana	Silvercoat Lion	4	0.278538	0.275351	0.003186	0.015911	0.017330	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.289535	0.010997	0.054082	0.059165	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.276851	0.001687	0.008408	0.009162	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Bishop's Soldier	0.278538	0.298417	0.019879	0.096878	0.106279	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Bishop's Soldier	0.278538	0.285003	0.006466	0.031950	0.034903	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Bishop's Soldier	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Story Seeker	0.278538	0.264315	0.014222	0.071932	0.078075	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Story Seeker	0.278538	0.251578	0.026959	0.138485	0.149722	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Story Seeker	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Mesa Unicorn	0.278538	0.249494	0.029043	0.149583	0.161618	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Mesa Unicorn	0.278538	0.237411	0.041127	0.215202	0.231657	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Mesa Unicorn	0.278538	0.290235	0.011698	0.057486	0.062902	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Alpine Watchdog	0.278538	0.252663	0.025874	0.132732	0.143551	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Alpine Watchdog	0.278538	0.256592	0.021946	0.112031	0.121309	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Alpine Watchdog	0.278538	0.274357	0.004180	0.020900	0.022755	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.225803	0.052734	0.280435	0.300812	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.229459	0.049079	0.259641	0.278817	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.278538	0.274357	0.004180	0.020900	0.022755	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Agent of Atlas	0.278538	0.223133	0.055405	0.295776	0.317010	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Agent of Atlas	0.278538	0.233560	0.044978	0.236590	0.254382	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Agent of Atlas	0.278538	0.267053	0.011485	0.057899	0.062897	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text	Silvercoat Lion	Head of Security	0.278538	0.255423	0.023115	0.118170	0.127911	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_emb	Silvercoat Lion	Head of Security	0.278538	0.249125	0.029413	0.151560	0.163735	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	text_kw	Silvercoat Lion	Head of Security	0.278538	0.285017	0.006480	0.032019	0.034979	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	pt	Silvercoat Lion	Starfleet Crew	0.278538	0.242781	0.035756	0.185764	0.200297	0	SPELL	SPELL
722	7c_W0Base_sf.jsonl	5	pt	Silvercoat Lion	Squire	0.278538	0.215188	0.063350	0.342205	0.365888	0	SPELL	SPELL
